,Date/Time,ROOM:Zone Lights Electric Energy [J](Hourly),ROOM:Zone Electric Equipment Electric Energy [J](Hourly),PLENUM:Zone Mean Air Temperature [C](Hourly),ROOM:Zone Mean Air Temperature [C](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
14, 07/16  15:00:00,0.0,0.0,32.511579798732726,34.62535603602057,0.0,0.0
15, 07/16  16:00:00,0.0,0.0,33.3344404019475,34.777041435469535,0.0,0.0
16, 07/16  17:00:00,0.0,0.0,32.83756955228456,34.80046446460497,0.0,0.0
17, 07/16  18:00:00,0.0,0.0,31.809767342327557,34.715185091817666,0.0,0.0
7, 07/17  08:00:00,340200.0,567000.0,24.95798676586955,25.999663960256118,0.0,4542423.94807708
8, 07/17  09:00:00,680400.0,1134000.0,25.23824120207957,25.99999999995818,0.0,5700912.780035753
9, 07/17  10:00:00,680400.0,1134000.0,25.253241447176322,26.000000000000004,0.0,5593080.315949625
10, 07/17  11:00:00,680400.0,1134000.0,25.51373820973177,26.000000000000053,0.0,5594580.300337395
11, 07/17  12:00:00,544320.0000000001,1134000.0,26.392764930925498,26.000000000000053,0.0,5207564.735923577
12, 07/17  13:00:00,680400.0,1134000.0,26.204701597862535,26.0000000000001,0.0,5668003.374778142
13, 07/17  14:00:00,680400.0,1134000.0,26.504674875244717,26.000000000000092,0.0,5785035.600489046
14, 07/17  15:00:00,680400.0,1134000.0,27.19327980281724,26.000000000000004,0.0,5977684.383168031
15, 07/17  16:00:00,680400.0,1134000.0,28.063304099424077,26.000000000000053,0.0,6445903.0015918575
16, 07/17  17:00:00,340200.0,567000.0,28.71547730401637,26.0,0.0,5456097.091741181
17, 07/17  18:00:00,136080.00000000006,226800.0,29.32750121359625,26.000000000000053,0.0,4879295.6501952745
7, 07/18  08:00:00,340200.0,567000.0,21.262702193503532,25.97882645589991,0.0,1478705.3662986627
8, 07/18  09:00:00,680400.0,1134000.0,22.71866291758289,25.999999999960817,0.0,3693716.391225906
9, 07/18  10:00:00,680400.0,1134000.0,24.841745145324243,26.00000000000001,0.0,4157186.372540854
10, 07/18  11:00:00,680400.0,1134000.0,27.324734685827693,26.0,0.0,4868348.336614626
11, 07/18  12:00:00,544320.0000000001,1134000.0,29.446355209540986,26.0,0.0,5045705.282204136
12, 07/18  13:00:00,680400.0,1134000.0,31.07421190731184,26.000000000000092,0.0,6225961.8906559525
13, 07/18  14:00:00,680400.0,1134000.0,31.823181475983947,25.999999999999968,0.0,6661819.900582306
14, 07/18  15:00:00,680400.0,1134000.0,31.346487029479324,26.00000000000001,0.0,6406024.8347921325
15, 07/18  16:00:00,680400.0,1134000.0,29.87904170641643,25.999999970691533,0.0,5770139.437694355
16, 07/18  17:00:00,340200.0,567000.0,26.76513246654877,25.999999999999837,0.0,3852774.58812056
17, 07/18  18:00:00,136080.00000000006,226800.0,24.9702667868003,26.000000000000004,0.0,2593622.268882527
7, 07/19  08:00:00,340200.0,567000.0,22.192542174003297,26.002791231836415,0.0,2642992.5618923213
8, 07/19  09:00:00,680400.0,1134000.0,24.275302132064336,25.999999999758092,0.0,4509854.539842822
9, 07/19  10:00:00,680400.0,1134000.0,27.006951364252057,25.999999999999986,0.0,4961299.955031261
10, 07/19  11:00:00,680400.0,1134000.0,29.62036782375739,26.000000000000014,0.0,5440826.495135587
11, 07/19  12:00:00,544320.0000000001,1134000.0,31.75506166456025,25.99999999999999,0.0,5279516.758224592
12, 07/19  13:00:00,680400.0,1134000.0,33.38851562428951,25.999999999999943,0.0,6410587.185153098
13, 07/19  14:00:00,680400.0,1134000.0,34.56739279984559,26.000000000000032,0.0,6208383.269914873
14, 07/19  15:00:00,680400.0,1134000.0,34.9842136003649,26.000000000000032,0.0,5895544.363424743
15, 07/19  16:00:00,680400.0,1134000.0,34.94821949868244,26.00000000000007,0.0,5593695.37235508
16, 07/19  17:00:00,340200.0,567000.0,34.573709627819746,25.99999999999996,0.0,4049420.618332338
17, 07/19  18:00:00,136080.00000000006,226800.0,33.78869907346118,25.999999999999986,0.0,3108140.207000237
7, 07/20  08:00:00,340200.0,567000.0,24.24279435341393,26.001660082702017,0.0,2741845.760492921
8, 07/20  09:00:00,680400.0,1134000.0,26.750994825087076,25.999999999996447,0.0,4650941.45215687
9, 07/20  10:00:00,680400.0,1134000.0,29.428368293591642,26.00000000000001,0.0,5194310.124827239
10, 07/20  11:00:00,680400.0,1134000.0,31.572322277153212,26.000000000000032,0.0,5763754.585214557
11, 07/20  12:00:00,544320.0000000001,1134000.0,32.97747730569932,26.000000000000004,0.0,5444398.436557334
12, 07/20  13:00:00,680400.0,1134000.0,33.82399163968516,26.000000000000206,0.0,6209876.0958065
13, 07/20  14:00:00,680400.0,1134000.0,34.32080415191617,26.000000000000075,0.0,6410227.896547862
14, 07/20  15:00:00,680400.0,1134000.0,34.637733783201874,25.99999999999999,0.0,6387945.819668856
15, 07/20  16:00:00,680400.0,1134000.0,34.64522987960739,26.000000000000032,0.0,6402032.599965739
16, 07/20  17:00:00,340200.0,567000.0,34.066531777516396,26.0,0.0,5109396.568103487
17, 07/20  18:00:00,136080.00000000006,226800.0,33.27925967824637,26.000000000000004,0.0,3905743.3574594813
7, 07/21  08:00:00,340200.0,567000.0,23.29617512372396,26.001606576304265,0.0,3744022.271286048
8, 07/21  09:00:00,680400.0,1134000.0,24.93546224580949,25.999999999997254,0.0,5417905.010804852
9, 07/21  10:00:00,680400.0,1134000.0,27.29192931102393,26.000000000000014,0.0,5764457.936561529
10, 07/21  11:00:00,680400.0,1134000.0,29.041685085582614,26.000000000000053,0.0,6224619.767473709
11, 07/21  12:00:00,544320.0000000001,1134000.0,30.8770950973522,26.00000000000001,0.0,5954490.767468566
12, 07/21  13:00:00,680400.0,1134000.0,31.49542020708325,25.999999999999837,0.0,6771186.19488176
13, 07/21  14:00:00,680400.0,1134000.0,32.575049315564925,25.99999999999996,0.0,6998984.452562205
14, 07/21  15:00:00,680400.0,1134000.0,34.13134225340381,26.00000000000001,0.0,7063318.102454438
15, 07/21  16:00:00,680400.0,1134000.0,33.62086623902921,26.000000000000096,0.0,7073778.265256313
16, 07/21  17:00:00,340200.0,567000.0,33.18641355541757,26.000000000000032,0.0,5633203.648425305
17, 07/21  18:00:00,136080.00000000006,226800.0,32.17927965955001,25.999999999999947,0.0,4655717.8425421
7, 07/22  08:00:00,0.0,0.0,23.002286498356746,28.83171063780216,0.0,0.0
